ID,Timestamp,IP Address,Endpoint,Method,Payload Size,Anomaly Score,Rule Flag,Rule Detection,ML Flag,Final Decision,Attacks Count,Failed Attempts
229,2026-02-21 18:38:44,192.168.1.17,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
226,2026-02-21 18:38:43,192.168.1.14,/api/admin,POST,25,-0.423641,0,,0,NORMAL,0,0
227,2026-02-21 18:38:43,192.168.1.2,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
224,2026-02-21 18:38:42,192.168.1.6,/api/delete,POST,32,-0.499694,0,,0,NORMAL,0,0
225,2026-02-21 18:38:42,192.168.1.9,/api/admin,GET,0,-0.559948,0,,1,ANOMALY,0,0
222,2026-02-21 18:38:41,192.168.1.9,/api/upload,POST,32,-0.499694,0,,0,NORMAL,0,0
223,2026-02-21 18:38:41,192.168.1.17,/api/auth/register,POST,25,-0.431959,0,,0,NORMAL,0,0
220,2026-02-21 18:38:40,192.168.1.5,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
221,2026-02-21 18:38:40,203.0.113.7,/api/orders,POST,26,-0.481101,1,"XSS_INJECTION,SLOW_DDoS (121 requests)",0,ATTACK,2,0
218,2026-02-21 18:38:39,192.168.1.10,/api/auth/login,GET,0,-0.58676,0,,1,ANOMALY,0,0
219,2026-02-21 18:38:39,192.168.1.12,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
216,2026-02-21 18:38:38,192.168.1.11,/api/products,POST,46,-0.47143,0,,0,NORMAL,0,0
217,2026-02-21 18:38:38,192.168.1.18,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
215,2026-02-21 18:38:37,192.168.1.6,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
213,2026-02-21 18:38:36,192.168.1.1,/api/upload,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
214,2026-02-21 18:38:36,192.168.1.17,/api/search,GET,0,-0.559948,0,,1,ANOMALY,0,0
211,2026-02-21 18:38:35,192.168.1.4,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
212,2026-02-21 18:38:35,192.168.1.10,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
210,2026-02-21 18:38:34,192.168.1.4,/api/search,PUT,46,-0.506635,0,,0,NORMAL,0,0
209,2026-02-21 17:34:23,192.168.1.2,/api/auth/register,PUT,46,-0.509365,0,,0,NORMAL,0,0
207,2026-02-21 17:34:22,192.168.1.1,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
208,2026-02-21 17:34:22,192.168.1.11,/api/auth/login,PUT,25,-0.516985,0,,1,ANOMALY,0,0
205,2026-02-21 17:34:21,192.168.1.11,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
206,2026-02-21 17:34:21,192.168.1.18,/api/users,POST,34,-0.472874,1,COMMAND_INJECTION,0,ATTACK,1,0
204,2026-02-21 17:34:20,192.168.1.7,/api/search,PUT,11,-0.524185,0,,1,ANOMALY,0,0
202,2026-02-21 17:34:19,192.168.1.9,/api/auth/login,GET,0,-0.589922,0,,1,ANOMALY,0,0
203,2026-02-21 17:34:19,192.168.1.13,/api/admin,PUT,34,-0.518251,1,COMMAND_INJECTION,1,ATTACK,1,0
200,2026-02-21 17:34:18,192.168.1.9,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
201,2026-02-21 17:34:18,192.168.1.5,/api/search,POST,42,-0.451986,0,,0,NORMAL,0,0
198,2026-02-21 17:34:17,192.168.1.6,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
199,2026-02-21 17:34:17,192.168.1.9,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
196,2026-02-21 17:34:16,192.168.1.17,/api/auth/register,POST,23,-0.471242,0,,0,NORMAL,0,0
197,2026-02-21 17:34:16,203.0.113.6,/api/admin,POST,25,-0.492886,1,"XSS_INJECTION,SLOW_DDoS (198 requests)",0,ATTACK,2,0
194,2026-02-21 17:34:15,192.168.1.6,/api/auth/login,POST,46,-0.487827,0,,0,NORMAL,0,0
195,2026-02-21 17:34:15,203.0.113.1,/api/auth/login,POST,26,-0.493851,1,"XSS_INJECTION,SLOW_DDoS (104 requests)",0,ATTACK,2,0
192,2026-02-21 17:34:14,192.168.1.12,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
193,2026-02-21 17:34:14,192.168.1.1,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
190,2026-02-21 17:34:13,192.168.1.8,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
191,2026-02-21 17:34:13,192.168.1.3,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
189,2026-02-21 17:34:12,203.0.113.1,/api/products,POST,25,-0.492886,1,"XSS_INJECTION,SLOW_DDoS (168 requests)",0,ATTACK,2,0
187,2026-02-21 17:34:11,192.168.1.1,/api/upload,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
188,2026-02-21 17:34:11,192.168.1.17,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
185,2026-02-21 17:34:10,192.168.1.15,/api/auth/register,PUT,11,-0.524185,0,,1,ANOMALY,0,0
186,2026-02-21 17:34:10,192.168.1.3,/api/auth/register,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
183,2026-02-21 17:34:09,192.168.1.8,/api/search,POST,28,-0.436583,0,,0,NORMAL,0,0
184,2026-02-21 17:34:09,203.0.113.3,/api/auth/login,POST,25,-0.479322,1,"XSS_INJECTION,SLOW_DDoS (139 requests)",0,ATTACK,2,0
181,2026-02-21 17:34:08,192.168.1.14,/api/delete,PUT,11,-0.524185,0,,1,ANOMALY,0,0
182,2026-02-21 17:34:08,192.168.1.5,/api/products,POST,11,-0.454506,0,,0,NORMAL,0,0
179,2026-02-21 17:34:07,192.168.1.8,/api/users,POST,46,-0.47143,0,,0,NORMAL,0,0
180,2026-02-21 17:34:07,192.168.1.8,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
177,2026-02-21 17:34:06,192.168.1.10,/api/orders,PUT,34,-0.518251,1,COMMAND_INJECTION,1,ATTACK,1,0
178,2026-02-21 17:34:06,203.0.113.7,/api/users,POST,34,-0.51468,1,"XSS_INJECTION,SLOW_DDoS (164 requests)",1,ATTACK,2,0
175,2026-02-21 17:34:05,192.168.1.9,/api/search,PUT,32,-0.537686,0,,1,ANOMALY,0,0
176,2026-02-21 17:34:05,192.168.1.19,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
174,2026-02-21 17:34:04,203.0.113.5,/api/search,POST,33,-0.531423,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (181 requests)",1,ATTACK,2,0
172,2026-02-21 17:34:03,192.168.1.13,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
173,2026-02-21 17:34:03,192.168.1.13,/api/auth/login,GET,0,-0.589922,0,,1,ANOMALY,0,0
170,2026-02-21 17:34:02,203.0.113.9,/api/auth/login,POST,32,-0.47405,0,,0,NORMAL,0,1
171,2026-02-21 17:34:02,192.168.1.14,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
168,2026-02-21 17:34:01,192.168.1.14,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
169,2026-02-21 17:34:01,203.0.113.4,/api/search,POST,30,-0.503513,1,"SQL_INJECTION (pattern matched),COMMAND_INJECTION,SLOW_DDoS (241 requests)",0,ATTACK,3,0
166,2026-02-21 17:34:00,192.168.1.7,/api/auth/login,POST,32,-0.507403,0,,0,NORMAL,0,0
167,2026-02-21 17:34:00,192.168.1.13,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
164,2026-02-21 17:33:59,203.0.113.3,/api/products,POST,28,-0.465161,1,"XSS_INJECTION,SLOW_DDoS (176 requests)",0,ATTACK,2,0
165,2026-02-21 17:33:59,192.168.1.2,/api/auth/login,POST,32,-0.479207,0,,0,NORMAL,0,0
162,2026-02-21 17:33:58,192.168.1.11,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
163,2026-02-21 17:33:58,192.168.1.14,/api/auth/register,POST,23,-0.471242,0,,0,NORMAL,0,0
160,2026-02-21 17:33:57,203.0.113.9,/api/delete,POST,34,-0.51468,1,"XSS_INJECTION,SLOW_DDoS (167 requests)",1,ATTACK,2,0
161,2026-02-21 17:33:57,192.168.1.4,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
158,2026-02-21 17:33:56,192.168.1.16,/api/users,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
159,2026-02-21 17:33:56,192.168.1.12,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
157,2026-02-21 17:33:55,203.0.113.4,/api/users,POST,17,-0.459692,1,SLOW_DDoS (232 requests),0,ATTACK,1,0
155,2026-02-21 17:33:54,192.168.1.16,/api/upload,POST,32,-0.462785,0,,0,NORMAL,0,0
156,2026-02-21 17:33:54,192.168.1.9,/api/orders,POST,25,-0.431959,0,,0,NORMAL,0,0
153,2026-02-21 17:33:53,192.168.1.8,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
154,2026-02-21 17:33:53,192.168.1.16,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
151,2026-02-21 17:33:52,192.168.1.19,/api/auth/register,POST,32,-0.462785,0,,0,NORMAL,0,0
152,2026-02-21 17:33:52,192.168.1.2,/api/auth/login,POST,34,-0.485788,1,COMMAND_INJECTION,0,ATTACK,1,0
149,2026-02-21 17:33:51,203.0.113.3,/api/users,POST,25,-0.460728,1,SLOW_DDoS (253 requests),0,ATTACK,1,0
150,2026-02-21 17:33:51,192.168.1.14,/api/delete,PUT,34,-0.518251,1,COMMAND_INJECTION,1,ATTACK,1,0
147,2026-02-21 17:33:50,192.168.1.15,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
148,2026-02-21 17:33:50,192.168.1.3,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
145,2026-02-21 17:33:49,192.168.1.8,/api/auth/login,GET,0,-0.58336,0,,1,ANOMALY,0,0
146,2026-02-21 17:33:49,192.168.1.2,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
144,2026-02-21 17:33:48,192.168.1.14,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
142,2026-02-21 17:33:47,192.168.1.11,/api/upload,POST,11,-0.454506,0,,0,NORMAL,0,0
143,2026-02-21 17:33:47,192.168.1.5,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
140,2026-02-21 17:33:46,192.168.1.5,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
141,2026-02-21 17:33:46,192.168.1.14,/api/auth/login,POST,11,-0.468376,0,,0,NORMAL,0,0
138,2026-02-21 17:33:45,192.168.1.7,/api/admin,PUT,34,-0.518251,1,COMMAND_INJECTION,1,ATTACK,1,0
139,2026-02-21 17:33:45,192.168.1.19,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
136,2026-02-21 17:33:44,192.168.1.15,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
137,2026-02-21 17:33:44,192.168.1.13,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
134,2026-02-21 17:33:43,192.168.1.13,/api/admin,POST,42,-0.454901,0,,0,NORMAL,0,0
135,2026-02-21 17:33:43,203.0.113.1,/api/admin,POST,29,-0.47871,1,"XSS_INJECTION,SLOW_DDoS (160 requests)",0,ATTACK,2,0
132,2026-02-21 17:33:42,203.0.113.5,/api/products,POST,42,-0.51339,1,"COMMAND_INJECTION,SLOW_DDoS (238 requests)",1,ATTACK,2,0
133,2026-02-21 17:33:42,192.168.1.4,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
131,2026-02-21 17:33:41,192.168.1.13,/api/auth/login,GET,0,-0.58336,0,,1,ANOMALY,0,0
129,2026-02-21 17:29:37,192.168.1.1,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
130,2026-02-21 17:29:37,192.168.1.6,/api/products,POST,42,-0.454901,0,,0,NORMAL,0,0
128,2026-02-21 17:29:36,192.168.1.1,/api/upload,PUT,46,-0.509365,0,,0,NORMAL,0,0
126,2026-02-21 17:29:35,203.0.113.9,/api/users,POST,25,-0.460728,1,SLOW_DDoS (262 requests),0,ATTACK,1,0
127,2026-02-21 17:29:35,192.168.1.3,/api/admin,POST,23,-0.471242,0,,0,NORMAL,0,0
124,2026-02-21 17:29:34,192.168.1.2,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
125,2026-02-21 17:29:34,203.0.113.2,/api/auth/login,POST,32,-0.456872,0,,0,NORMAL,0,1
122,2026-02-21 17:29:33,203.0.113.5,/api/users,POST,49,-0.501486,1,"SQL_INJECTION (found 3 keywords),SLOW_DDoS (299 requests)",0,ATTACK,2,0
123,2026-02-21 17:29:33,192.168.1.12,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
120,2026-02-21 17:29:32,192.168.1.12,/api/auth/login,GET,0,-0.58336,0,,1,ANOMALY,0,0
121,2026-02-21 17:29:32,192.168.1.9,/api/search,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
118,2026-02-21 17:29:31,192.168.1.13,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
119,2026-02-21 17:29:31,192.168.1.11,/api/upload,POST,11,-0.454506,0,,0,NORMAL,0,0
116,2026-02-21 17:29:30,192.168.1.5,/api/delete,POST,11,-0.454506,0,,0,NORMAL,0,0
117,2026-02-21 17:29:30,192.168.1.19,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
114,2026-02-21 17:29:29,192.168.1.17,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
115,2026-02-21 17:29:29,192.168.1.1,/api/orders,POST,32,-0.462785,0,,0,NORMAL,0,0
112,2026-02-21 17:29:28,192.168.1.14,/api/auth/register,POST,11,-0.454506,0,,0,NORMAL,0,0
113,2026-02-21 17:29:28,192.168.1.2,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
111,2026-02-21 17:29:27,192.168.1.8,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
109,2026-02-21 17:29:26,192.168.1.16,/api/orders,POST,32,-0.462785,0,,0,NORMAL,0,0
110,2026-02-21 17:29:26,192.168.1.13,/api/admin,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
107,2026-02-21 17:29:25,192.168.1.16,/api/orders,POST,32,-0.499694,0,,0,NORMAL,0,0
108,2026-02-21 17:29:25,192.168.1.17,/api/products,POST,28,-0.439399,0,,0,NORMAL,0,0
105,2026-02-21 17:29:24,192.168.1.5,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
106,2026-02-21 17:29:24,192.168.1.12,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
103,2026-02-21 17:29:23,192.168.1.7,/api/auth/register,POST,11,-0.454506,0,,0,NORMAL,0,0
104,2026-02-21 17:29:23,192.168.1.3,/api/auth/register,POST,28,-0.439399,0,,0,NORMAL,0,0
101,2026-02-21 17:29:22,203.0.113.4,/api/auth/login,POST,25,-0.504187,1,"XSS_INJECTION,SLOW_DDoS (106 requests)",0,ATTACK,2,0
102,2026-02-21 17:29:22,192.168.1.18,/api/upload,POST,32,-0.462785,0,,0,NORMAL,0,0
99,2026-02-21 17:29:21,192.168.1.4,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
100,2026-02-21 17:29:21,192.168.1.15,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
97,2026-02-21 17:29:20,203.0.113.7,/api/upload,POST,25,-0.469959,1,"XSS_INJECTION,SLOW_DDoS (159 requests)",0,ATTACK,2,0
98,2026-02-21 17:29:20,192.168.1.12,/api/admin,POST,11,-0.454506,0,,0,NORMAL,0,0
95,2026-02-21 17:29:19,192.168.1.7,/api/orders,POST,32,-0.462785,0,,0,NORMAL,0,0
96,2026-02-21 17:29:19,192.168.1.5,/api/auth/login,POST,28,-0.448983,0,,0,NORMAL,0,0
93,2026-02-21 17:29:18,192.168.1.14,/api/orders,POST,28,-0.439399,0,,0,NORMAL,0,0
94,2026-02-21 17:29:18,192.168.1.15,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
92,2026-02-21 17:29:17,203.0.113.4,/api/auth/login,POST,32,-0.452698,0,,0,NORMAL,0,1
90,2026-02-21 17:29:16,192.168.1.11,/api/delete,POST,42,-0.454901,0,,0,NORMAL,0,0
91,2026-02-21 17:29:16,203.0.113.8,/api/products,POST,34,-0.51468,1,"XSS_INJECTION,SLOW_DDoS (170 requests)",1,ATTACK,2,0
88,2026-02-21 17:29:15,192.168.1.5,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
89,2026-02-21 17:29:15,192.168.1.18,/api/users,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
86,2026-02-21 17:29:14,203.0.113.2,/api/search,POST,29,-0.489651,1,"SQL_INJECTION (pattern matched),SLOW_DDoS (275 requests)",0,ATTACK,2,0
87,2026-02-21 17:29:14,192.168.1.3,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
84,2026-02-21 17:29:13,192.168.1.10,/api/upload,POST,28,-0.439399,0,,0,NORMAL,0,0
85,2026-02-21 17:29:13,203.0.113.9,/api/delete,POST,25,-0.492886,1,"XSS_INJECTION,SLOW_DDoS (136 requests)",0,ATTACK,2,0
82,2026-02-21 17:29:12,192.168.1.16,/api/delete,POST,32,-0.462785,0,,0,NORMAL,0,0
83,2026-02-21 17:29:12,192.168.1.1,/api/admin,POST,25,-0.431959,0,,0,NORMAL,0,0
80,2026-02-21 17:29:11,192.168.1.12,/api/auth/login,POST,42,-0.454901,0,,0,NORMAL,0,0
81,2026-02-21 17:29:11,192.168.1.19,/api/orders,POST,34,-0.475924,1,COMMAND_INJECTION,0,ATTACK,1,0
79,2026-02-21 17:29:10,192.168.1.18,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
77,2026-02-21 17:29:09,192.168.1.12,/api/auth/login,POST,32,-0.462785,0,,0,NORMAL,0,0
78,2026-02-21 17:29:09,192.168.1.4,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
75,2026-02-21 17:29:08,192.168.1.5,/api/auth/login,GET,0,-0.562966,0,,1,ANOMALY,0,0
76,2026-02-21 17:29:08,192.168.1.4,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
73,2026-02-21 17:29:07,192.168.1.3,/api/auth/register,POST,11,-0.454506,0,,0,NORMAL,0,0
74,2026-02-21 17:29:07,192.168.1.6,/api/auth/login,POST,42,-0.454901,0,,0,NORMAL,0,0
71,2026-02-21 17:29:06,192.168.1.2,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
72,2026-02-21 17:29:06,192.168.1.1,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
69,2026-02-21 17:29:05,203.0.113.3,/api/orders,POST,14,-0.473283,1,"COMMAND_INJECTION,SLOW_DDoS (129 requests)",0,ATTACK,2,0
70,2026-02-21 17:29:05,192.168.1.11,/api/auth/login,POST,32,-0.499694,0,,0,NORMAL,0,0
67,2026-02-21 17:29:04,192.168.1.16,/api/products,POST,32,-0.499694,0,,0,NORMAL,0,0
68,2026-02-21 17:29:04,192.168.1.1,/api/users,PUT,32,-0.537686,0,,1,ANOMALY,0,0
65,2026-02-21 17:29:03,192.168.1.3,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
66,2026-02-21 17:29:03,192.168.1.6,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
64,2026-02-21 17:29:02,192.168.1.11,/api/delete,GET,0,-0.562966,0,,1,ANOMALY,0,0
62,2026-02-21 17:29:01,192.168.1.15,/api/auth/login,GET,0,-0.562966,0,,1,ANOMALY,0,0
63,2026-02-21 17:29:01,192.168.1.10,/api/orders,GET,0,-0.562966,0,,1,ANOMALY,0,0
60,2026-02-21 17:29:00,192.168.1.18,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
61,2026-02-21 17:29:00,192.168.1.15,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
58,2026-02-21 17:28:59,192.168.1.6,/api/upload,GET,0,-0.562966,0,,1,ANOMALY,0,0
59,2026-02-21 17:28:59,192.168.1.9,/api/auth/register,POST,32,-0.499694,0,,0,NORMAL,0,0
56,2026-02-21 17:28:58,192.168.1.8,/api/auth/login,PUT,34,-0.518251,1,COMMAND_INJECTION,1,ATTACK,1,0
57,2026-02-21 17:28:58,192.168.1.10,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
54,2026-02-21 17:28:57,192.168.1.16,/api/products,GET,0,-0.562966,0,,1,ANOMALY,0,0
55,2026-02-21 17:28:57,192.168.1.2,/api/upload,POST,46,-0.47143,0,,0,NORMAL,0,0
52,2026-02-21 17:28:56,203.0.113.9,/api/auth/login,POST,29,-0.47871,1,"XSS_INJECTION,SLOW_DDoS (128 requests)",0,ATTACK,2,0
53,2026-02-21 17:28:56,192.168.1.3,/api/auth/register,GET,0,-0.562966,0,,1,ANOMALY,0,0
51,2026-02-21 17:28:55,192.168.1.5,/api/search,POST,11,-0.454506,0,,0,NORMAL,0,0
49,2026-02-21 17:28:54,192.168.1.1,/api/users,POST,46,-0.47143,0,,0,NORMAL,0,0
50,2026-02-21 17:28:54,192.168.1.11,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
47,2026-02-21 17:28:53,192.168.1.15,/api/admin,PUT,23,-0.517555,0,,1,ANOMALY,0,0
48,2026-02-21 17:28:53,192.168.1.13,/api/search,GET,0,-0.562966,0,,1,ANOMALY,0,0
45,2026-02-21 17:28:52,192.168.1.6,/api/upload,POST,42,-0.454901,0,,0,NORMAL,0,0
46,2026-02-21 17:28:52,192.168.1.14,/api/orders,POST,42,-0.454901,0,,0,NORMAL,0,0
43,2026-02-21 17:28:51,192.168.1.19,/api/auth/login,POST,32,-0.462785,0,,0,NORMAL,0,0
44,2026-02-21 17:28:51,192.168.1.7,/api/orders,POST,46,-0.47143,0,,0,NORMAL,0,0
41,2026-02-21 17:28:50,203.0.113.7,/api/products,POST,49,-0.501486,1,"SQL_INJECTION (found 3 keywords),SLOW_DDoS (209 requests)",0,ATTACK,2,0
42,2026-02-21 17:28:50,192.168.1.13,/api/users,GET,0,-0.562966,0,,1,ANOMALY,0,0
39,2026-02-21 17:28:49,192.168.1.12,/api/orders,POST,11,-0.454506,0,,0,NORMAL,0,0
40,2026-02-21 17:28:49,192.168.1.19,/api/admin,POST,32,-0.462785,0,,0,NORMAL,0,0
38,2026-02-21 17:28:48,192.168.1.17,/api/admin,GET,0,-0.562966,0,,1,ANOMALY,0,0
